도서명,저자,발행처,발행년도,자료유형,소장처,등록일
(세계 수중 투어) 해저 2만리 :SF 과학 소설,쥘 베른 지음,휴먼컬처아리랑: 생각쉼표,2025,단행본,서울도서관,20250911
우리에게는 다양한 우주가 필요하다 :삶을 아름답고 풍부하게 만드는 7가지 우주에 관하여,앨런 라이트먼 지음,다산초당 : 다산북스,2025,단행본,서울도서관,20250911
IB 성공 공식 :IB 교사와 학부모가 들려주는 대학 진학 A to Z =A winning formula for success in the IB,정문현,미다스북스,2025,단행본,서울도서관,20250911
"태평무와 한성준에 대해 깊이 알기 .上 ,희대(戲臺)의 등장과 전통공연예술의 변모 양상(樣相)",박재희 지음,지식과감성#,2024,단행본,서울도서관,20250911
아이가 상처받지 않는 대화법 :최소한 부정하는 말만 버려도 놀라운 일이 벌어진다,하야시 겐타로 지음,포텐업,2025,단행본,서울도서관,20250911
거룩한 불편 :녹색전환사회를 위한 지혜,유정길 지음,모과나무,2025,단행본,서울도서관,20250911
"천문학이 발견한 반 고흐의 시간 :고흐의 별밤이 우리에게 닿기까지, 천문학자가 포착한 그림 속 빛의 순간들 =Van Gogh's time discovered by astronomy",김정현 지음,위즈덤하우스,2025,단행본,서울도서관,20250911
우리들의 이야기 :인간진화에 대한 새로운 시각,레슬리 뉴슨,형주,2025,단행본,서울도서관,20250911
해양과 지구 환경,스도우 히데오 지음,전파과학사,2025,단행본,서울도서관,20250911
양자전기역학 :세상에서 가장 쉬운 과학 수업 : 노벨상 수상자들의 오리지널 논문으로 배우는 과학,정완상 지음,성림원북스 : 성림북스,2025,단행본,서울도서관,20250911
"바다 :저자와의 대화 .4 ,12인의 전문가가 들려주는 바다이야기",김인현,法文社,2025,단행본,서울도서관,20250911
무엇을 바꿀 것인가? :AI와 함께 만드는 최적의 미래,강국진 지음,필로소픽,2025,단행본,서울도서관,20250911
(더 좋은 결정을 위한) 뇌과학 :신경과학자가 밝혀낸 직관의 비밀,조엘 피어슨 지음,RHK(알에이치코리아),2025,단행본,서울도서관,20250911
비표준 노트 :창의력을 자극하는 174가지 그래프,팀 샤르티에,해나무: 북하우스 퍼블리셔스,2025,단행본,서울도서관,20250911
(읽자마자 개념과 원리가 보이는) 수학 공식 사전 :수학의 숨은 재미와 의미를 알려주는 핵심 수식 49,요코야마 아스키 지음,보누스,2025,단행본,서울도서관,20250911
(세상에서 가장 쉬운 과학 수업) 양자화학 :노벨상 수상자들의 오리지널 논문으로 배우는 과학,정완상 지음,성림원북스 : 성림북스,2025,단행본,서울도서관,20250911
영화관에 간 수학자 :평범하지 않은 수학자의 흔한 영화 감상문,제롬 코탕소 지음,북스힐,2025,단행본,서울도서관,20250911
"공룡이 사라진 자리에 주유소가 생겼다 :지구가 만든 에너지, 석유의 과학 =Gas stations take the place where dinosaurs lived in",이상현 지음,이케이북,2025,단행본,서울도서관,20250911
통증 없는 직장생활 :아프지 않고 즐겁게 일하는 방법,안병택,라라 : 한국학술정보,2025,단행본,서울도서관,20250911
흔들려야 무너지지 않는다 :무리하며 살아온 나를 위한 흔들림의 심리학,가토 다이조 지음,밀리언서재,2025,단행본,서울도서관,20250910
외로움 벗어나기 프로젝트 :고립을 넘어 타인과 세상에 나를 연결하는 법,제러미 노벨 지음,위즈덤하우스,2025,단행본,서울도서관,20250910
"내가 예뻐진 그 여름 .3 ,우리에게 여름은 언제나 찾아올 거야",제니 한 지음,아르테 : 북이십일,2025,단행본,서울도서관,20250910
"달러 자산 1억으로 평생 월급 완성하라 :집 한 채에 갇힐 것인가, 현금 부자로 살 것인가",채상욱 지음,몽스북,2025,단행본,서울도서관,20250910
데이트레이딩을 알면 주식 시장이 보인다,니카이도 시게토 지음,두드림미디어,2025,단행본,서울도서관,20250910
디스펠 :이마무라 마사히로 장편소설,이마무라 마사히로 지음,내친구의서재,2025,단행본,서울도서관,20250910
"디어 올리버 :두 신경과학자가 나눈 우정, 감각, 그리고 인생의 두 번째 시선",수전 배리,부키,2025,단행본,서울도서관,20250910
루틴의 설계 :작은 반복이 만드는 큰 변화,홍성호 지음,모모북스,2025,단행본,서울도서관,20250910
모나의 눈 :토마 슐레세 장편소설,토마 슐레세 지음,문학동네,2025,단행본,서울도서관,20250910
바닷속의 산 :레이 네일러 장편소설,레이 네일러 지음,위즈덤하우스,2025,단행본,서울도서관,20250910
부흥하는 교회 쇠퇴하는 교회 :교회의 부흥과 생존을 통계로 말한다,목회데이터연구소,규장,2025,단행본,서울도서관,20250910
사랑 그리고 다른 사고실험들 :소피 워드 장편소설,소피 워드 지음,문학동네,2025,단행본,서울도서관,20250910
생계형 E로 살아가는 I의 사회생활,황유미 지음,Personal Editor(퍼스널에디터),2025,단행본,서울도서관,20250910
성공하고 싶었는데 그전에 죽겠다 싶었다 :생체 리듬으로 삶의 경로를 재탐색하는 인생 재설계 프로젝트,최이솔 지음,현암사,2025,단행본,서울도서관,20250910
수학 질문 상자 :왜일까? 그것을 알고 싶다,야노 겐타로 지음,전파과학사,2025,단행본,서울도서관,20250910
현실정책,고기동 지음,마르코폴로,2025,단행본,서울도서관,20250910
"(흔한남매) 세계사 탐험대 .4 ,춘추 전국 시대와 한나라",흔한남매 원작,주니어김영사: 김영사,2025,단행본,서울도서관,20250910
강성태 66일 영어회화 :당신의 영어가 습관이 되기에 충분한 시간,강성태 지음,다산북스,2021,단행본,서울도서관,20250910
어쩌다 리더가 된 당신에게,최재천 지음,창비,2025,단행본,서울도서관,20250910
송배전공학,백관현 저,복두출판사,2023,단행본,서울도서관,20250910
"이세돌, 인생의 수읽기 :반상 위의 전략으로 삶의 불확실성을 돌파하다",이세돌 지음,웅진지식하우스,2025,단행본,서울도서관,20250910
흙의 숨 :흙과 인간은 어떻게 서로를 만들어왔는가,유경수 지음,김영사,2025,단행본,서울도서관,20250910
휴먼 :인간에 대한 비공식 보고서,매트 헤이그 지음,인플루엔셜,2025,단행본,서울도서관,20250910
회사 없는 세계에서 살아남기 :삶을 지키는 나만의 방패,부아c 지음,블랙피쉬: 백도씨,2025,단행본,서울도서관,20250910
혼자살기의 정석 :책으로 배우는 1인분의 살림법,주부의벗 지음,어떤책,2025,단행본,서울도서관,20250910
(이천의 인물) 해월 최시형 :세상을 구한 평민지식인,백승종 지음,논형,2025,단행본,서울도서관,20250910
장부생리학 :정신기혈진액과 인체,침뜸학교 교육연구팀 편저,허임,2025,단행본,서울도서관,20250910
한국 현대 연출가 연구 .3,한국연극학회 편,연극과인간,2025,단행본,서울도서관,20250910
하나님의 부부 수업 :행복을 넘어 사명으로 사는 부부의 삶,이형동,규장,2025,단행본,서울도서관,20250910
퓨전 :최고의 기업들은 왜 브랜드와 조직 문화를 하나로 융합했는가,데니스 리 욘 지음,포르체,2025,단행본,서울도서관,20250910
평생교육경영론,서보준,공동체,2025,단행본,서울도서관,20250910
패스트 라이브즈 각본,셀린 송 지음,을유문화사,2024,단행본,서울도서관,20250910
콘텐츠가 돈이 되는 시대,강사라,더로드,2025,단행본,서울도서관,20250910
"채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식 .14 ,예술의 역사",채사장,Dolphin Books(돌핀북),2025,단행본,서울도서관,20250910
"종로미각 :설렁탕에서 떡볶이까지, 전통이 살아 숨쉬는 K-푸드 가이드",강설금,문학동네,2025,단행본,서울도서관,20250910
과일 :여름이 긴 것은 수박을 많이 먹으라는 뜻이다,쩡찌 지음,세미콜론,2025,단행본,서울도서관,20250910
"정의와 도시 .상 ,아테네에서 프렌치 카페까지 모여 살기의 풍경",백진 지음,효형출판,2025,단행본,서울도서관,20250910
타로카드 읽는 카페 :문혜정 장편소설,문혜정 지음,창비,2025,단행본,서울도서관,20250910
"정의와 도시 .하 ,베네치아에서 서울까지 콜라주의 풍경",백진 지음,효형출판,2025,단행본,서울도서관,20250910
온 마음을 모아 :서혜듬 장편소설,서혜듬 지음,안전가옥,2025,단행본,서울도서관,20250910
영원을 향하여 :안톤 허 장편소설,안톤 허 지음,반타,2025,단행본,서울도서관,20250910
양면의 조개껍데기 :김초엽 소설집,김초엽 지음,래빗홀: 인플루엔셜,2025,단행본,서울도서관,20250910
(데이터 분석을 위해 엑셀로 100% 구현된) 앤더슨의 경영통계학,David R. Anderson,한올출판사,2022,단행본,서울도서관,20250910
아트 :야스미나 레자의 희곡,야스미나 레자 지음,Mujintree(뮤진트리),2024,단행본,서울도서관,20250910
아름답지 않은 삶도 명작이 된다 :이주헌 미술 에세이,이주헌 지음,쌤앤파커스,2025,단행본,서울도서관,20250910
전지적 독자 시점 :싱숑 장편소설 .part 1-3 =Omniscient reader's viewpoint,싱숑 지음,비채 : 김영사,2022,단행본,서울도서관,20250910
나의 완벽한 비서 :지은 대본집 .1,지은 지음,김영사,2025,단행본,서울도서관,20250910
이효석문학상 수상작품집 .2025,이희주,북다 : 교보문고,2025,단행본,서울도서관,20250910
"지금은 봄, 비 오고 나면 푸른 여름",문정 글·그림,책읽는수요일: 한올엠앤씨,2025,단행본,서울도서관,20250910
"이야기를 파는 양과자점 달과 나 :노무라 미즈키 장편소설 .2 ,바삭촉촉 두 번의 기적",노무라 미즈키 지음,알토북스,2025,단행본,서울도서관,20250910
우리가 여행하는 법,마리 꼬드리 쓰고 그림,다그림책,2023,단행본,서울도서관,20250910
완벽한 결혼,제네바 로즈 지음,반타,2025,단행본,서울도서관,20250910
나의 완벽한 비서 :지은 대본집 .2,지은 지음,김영사,2025,단행본,서울도서관,20250910
돈의 공식 :당신은 왜 성공한 투자자가 되지 못했나,윌리엄 그린 지음,RHK(알에이치코리아),2025,단행본,서울도서관,20250910
만찢남의 오타쿠 레시피 :한입이면 입덕! 한번쯤 먹어보고 싶었던 만화 속 그 요리,조광효 지음,세미콜론,2025,단행본,서울도서관,20250910
손에 잡히는 중소기업 ESG 경영 전략 :Enterpreneur essentials,박경원 저,부크크,2025,단행본,서울도서관,20250910
다자이 오사무 전기 단편선,다자이 오사무 지음,지식을만드는지식: 커뮤니케이션북스,2025,단행본,서울도서관,20250910
렛뎀 이론 :인생이 '나'로 충만해지는 내버려두기의 기술,멜 로빈스,비즈니스북스,2025,단행본,서울도서관,20250910
전자레인지 요리 97 :초간단 갓성비 맛보장,김자희 지음,책밥,2025,단행본,서울도서관,20250910
"넥서스 :석기시대부터 AI까지, 정보 네트워크로 보는 인류 역사",유발 하라리 지음,김영사,2024,단행본,서울도서관,20250910
허밍 :최정원 장편소설,최정원 지음,창비,2025,단행본,서울도서관,20250910
인어의 꿈 :정담아 장편소설,정담아 지음,OTD(오티디코퍼레이션),2024,단행본,서울도서관,20250910
이피세世 =Leeficene,이피 지음,난다,2025,단행본,서울도서관,20250910
우리들의 드라마 :너무 가까워 낯설게 만난 당신 인생의 이야기,노회찬재단 구술생애사팀 지음,후마니타스,2025,단행본,서울도서관,20250910
"이주, 경계, 꿈 :조선족 이주자의 떠남과 머묾, 교차하는 열망에 관하여",권준희 지음,생각의힘,2025,단행본,서울도서관,20250910
"미국 1위 프롭테크 기업, 질로우 토크 :Zillow의 CEO가 밝히는 빅데이터 기반 부동산 투자",Spencer Rascoff,박영사,2023,단행본,서울도서관,20250910
안티페미니스트 :페미니즘을 위한 변론서,헤드비히 돔 지음,나남출판,2025,단행본,서울도서관,20250910
잊혀진 비평 :신들리기에서 유령을 보는 주체까지,유재 지음,길속글속,2025,단행본,서울도서관,20250910
천관 육효 입문,김천관 지음,퍼플,2024,단행본,서울도서관,20250910
평범예찬,정담아 지음,달그랑 출판사,2025,단행본,서울도서관,20250910
퇴사하면 큰일 날 줄 알았지 :우리들의 비트윈잡스 이야기,비트윈잡스 지음,벤앤솝,2025,단행본,서울도서관,20250910
AI 네이티브 시대가 온다 :기업과 개인을 위한 생존과 성장의 코드,윤석빈 지음,굿모닝미디어,2025,단행본,서울도서관,20250910
"국제간호사 병원영어 .vol.1 ,말하기 편",간호사적응연구소 저,Fornurse(포널스),2023,단행본,서울도서관,20250910
"국제간호사 병원영어 .vol.2 ,간호 상황 편",간호사적응연구소 저,Fornurse(포널스),2023,단행본,서울도서관,20250910
"항일로드 2000km :광복 80주년, 일본에서 다시 만난 독립투사들",김종훈 지음,필로소픽,2025,단행본,서울도서관,20250910
